0.092899,-0.018931,-3.965499
0.028681,-0.00622,-0.854655
-0.075039,0.024013,-3.03215
-0.008092,0.050841,-0.153276
0.098031,-0.120561,-4.023607
0.00116,-0.02988,-4.673087
-0.483855,0.342141,-2.630215
-0.189393,0.01664,-4.403754
-0.064787,0.029911,-2.524289
-0.078851,-0.150089,-4.655068
0.035482,-0.110024,-2.4791
-0.291865,0.287327,-3.843345
0.014858,-0.05054,-2.684714
0.057373,-0.23645,-4.802988
0.075506,-0.042602,-5.56247
-0.071129,0.107612,-6.146723
-0.166313,0.139873,-5.080372
0.113645,-0.026845,-6.43971
0.681182,-1.044964,-1.396834
-0.702002,0.386174,-6.540354
-0.083832,0.090139,-2.785466
0.145716,-0.140065,-3.065833
0.177807,-0.127677,-3.252391
0.09196,-0.105329,-1.212763
0.104487,-0.154807,-1.811198
0.055427,-0.030513,-2.067438
0.020512,0.040745,-1.119142
0.039917,-0.051782,-3.107886
0.114485,-0.032889,-1.018752
0.117778,-0.087209,1.366219
0.021427,-0.006628,3.174063
-0.041401,0.024419,2.036215
-0.012892,0.001071,3.064259
-0.059301,0.005283,0.640191
-0.034906,0.010968,1.015237
0.01219,-0.010578,1.38322
0.005412,-0.021328,0.827704
0.009382,0.002373,1.749644
0.06648,-0.060695,-0.006821
-0.001028,-0.021775,2.384875
0.072129,-0.050654,0.298593
0.008296,-0.007155,1.690875
-0.002641,0.017916,0.532707
-0.043991,0.026107,0.741226
-0.052736,0.016436,0.221505
0.005773,-0.012312,0.639107
0.025861,-0.021459,-0.490815
0.085263,-0.085213,1.651321
-0.144399,0.085903,0.07928
-0.047308,0.036831,1.547435
0.01097,-0.010657,1.606808
-0.016415,0.018682,1.349656
0.001801,-0.00819,3.40534
0.037687,-0.032809,2.338017
0.03197,-0.029293,2.48096
0.016151,-0.003663,1.966708
-0.015706,0.003968,1.865277
0.003686,-0.00927,2.664035
0.025646,-0.030745,-1.031632
-0.031166,0.03302,1.78198
0.000068,0.007824,-0.073624
-0.015303,0.024157,1.295881
0.008709,-0.03318,-1.547044
0.006149,0.047717,-1.260081
0.035244,-0.027292,-0.477828
0.005259,0.023012,-1.681728
0.02054,0.009155,0.412319
-0.025006,0.092278,-1.851708
0.006948,-0.007151,0.624403
0.018337,0.039665,-2.199456
-0.09882,0.047857,-0.072509
-0.016443,0.008892,-0.866586
-0.018085,0.037336,-1.366133
-0.148978,0.001804,-0.827398
-0.06779,0.045945,-0.613334
-0.081277,0.051492,-3.069118
-0.03705,0.013948,0.364916
-0.158834,0.123473,-1.251849
-0.02285,0.028317,-0.966501
0.018894,0.021508,-0.271191
-0.018025,0.031013,-0.21686
-0.066228,0.038982,1.033685
-0.005536,0.002939,-0.026635
-0.033705,0.028506,0.615309
0.010077,-0.015092,0.761667
-0.080469,-0.004126,0.087937
-0.021522,0.020745,1.138669
0.306038,-0.237752,-1.487937
0.02937,-0.017845,1.851554
-0.052413,0.056368,1.010913
0.018726,-0.009931,0.984677
0.246617,-0.206935,-1.324907
-0.051436,0.020099,-0.236486
0.039861,-0.026624,-0.010265
0.010215,-0.027802,-0.696605
-0.021606,0.002541,0.214182
0.054604,-0.002506,-1.77607
-0.010444,-0.003654,1.021055
0.312721,-0.260845,-0.849438
0.007958,-0.035531,-0.3895
-0.051676,0.077254,-0.771849
-0.006663,-0.005825,-0.659821
-0.061747,0.040425,-1.526117
-0.037464,0.000069,-0.905942
-0.107333,0.015117,-1.787575
0.041679,-0.038167,0.541809
-0.051032,0.046127,-1.593431
-0.010421,0.003448,0.213441
-0.037967,0.041901,0.426558
0.031675,-0.013923,0.154514
0.012307,-0.006697,0.862542
0.021725,-0.015051,0.741906
0.046755,-0.022775,0.622317
0.024248,-0.020607,0.97027
-0.035373,0.023873,0.519072
0.004139,0.002628,1.385263
0.573227,-0.493014,-2.442291
0.017314,-0.035633,-0.268098
0.237919,-0.17534,-2.970987
0.013608,-0.067501,-0.781192
-0.302595,0.093414,-1.888076
-0.131814,0.153162,-4.307182
0.562595,-0.596464,-6.706339
0.452896,-1.059499,-7.198815
0.287663,-0.090718,-5.865011
0.551545,-0.351084,-7.724908
-0.011394,-0.037604,-0.226145
0.185301,-0.157713,-7.764129
0.097008,-0.102905,-6.720325
-0.284703,0.239784,-6.706339
0.132191,-0.054819,-7.615709
-0.364745,0.747528,-8.418056
0.002979,-0.234674,-6.994021
-0.364745,-0.351084,-8.418056
0.268683,-0.074331,-6.238073
0.135039,-0.082205,-5.441741
-0.023698,-0.176897,-3.015032
0.010985,-0.123494,-2.445813
0.21708,-0.402618,-4.746635
-0.090817,0.022837,-1.12326
0.04521,-0.05466,-1.865767
0.197624,-0.12596,-1.265004
0.044161,-0.094738,-1.941794
0.115982,-0.211981,-2.225064
0.071372,-0.061223,-0.454863
-0.084321,-0.045003,-1.402067
0.029767,0.005138,0.84297
-0.066354,0.062724,-0.281042
-0.082692,0.04479,0.485153
0.121203,-0.181392,-4.353642
-0.022518,0.090748,-3.31211
0.092488,-0.106524,-2.317564
0.014343,0.061341,-5.818219
-0.007034,0.036006,0.71669
-0.027731,0.008754,-3.140726
0.044395,-0.025033,-0.675286
-0.150389,0.08907,-0.967753
-0.047451,0.055165,-1.902318
-0.198415,0.195155,-3.464398
-0.131499,0.225107,-5.965725
-0.276045,0.0592,-6.238073
-0.127438,0.112348,-5.549283
-0.158289,0.078516,-6.034245
0.109912,-0.118347,-0.520931
0.190356,-0.205659,-5.292646
0.101787,-0.100379,-3.320067
0.084809,0.024362,-5.02458
0.231042,-0.225518,-2.598201
0.143045,-0.179345,-0.076811
0.078623,-0.09475,0.076451
-0.042047,0.031771,-0.192903
-0.003824,-0.012386,-0.196246
-0.018321,-0.031078,-0.358293
0.072016,-0.106438,0.495257
0.05749,-0.063588,-2.680491
-0.001203,-0.018542,1.084931
0.045084,-0.057806,-0.33103
0.005754,0.001373,0.966723
-0.036804,-0.021088,-0.522906
-0.193969,0.14237,-0.964538
-0.055861,0.095903,-3.300523
0.047431,-0.006349,-6.100203
-0.035309,0.029616,0.180618
-0.138207,0.065261,-3.552891
0.040849,-0.053442,-0.316238
-0.083502,0.123392,-1.711193
-0.044046,-0.039899,-0.860221
-0.462448,0.384602,-2.428709
-0.025314,0.034189,-2.353913
-0.012385,0.003409,-2.333732
-0.021257,0.072564,-2.676286
0.139153,-0.17775,-1.896415
0.024033,-0.187187,-4.935633
0.216073,-0.175731,-6.600978
0.176054,-0.133322,-1.725399
0.092874,-0.038043,-0.448698
0.069087,-0.120428,-0.879192
